3991,2925,5676
3944,2929,5716
3896,2904,5747
3840,2896,5764
3832,2920,5784
3792,2934,5792
3757,2970,5809
3721,2970,5819
3696,2975,5843
3631,2976,5831
3606,3014,5838
3567,3027,5857
3544,3031,5864
3516,3045,5874
3481,3044,5887
3436,3058,5911
3396,3063,5910
3366,3069,5922
3345,3081,5934
3296,3085,5954
3253,3112,5944
3209,3125,5955
3160,3127,5971
3130,3141,5961
3089,3141,5961
3089,3159,5979
3060,3164,5993
3009,3188,6012
2963,3167,6023
2912,3197,6021
2892,3217,6047
2819,3213,6052
2780,3227,6052
2717,3249,6056
2689,3270,6069
2640,3278,6078
2586,3255,6097
2536,3290,6113
2479,3271,6123
2416,3250,6147
2363,3256,6165
2283,3238,6175
2206,3237,6217
2143,3218,6229
2077,3187,6252
2012,3154,6263
1930,3140,6294
1850,3113,6310
1806,3111,6330
1719,3075,6330
1657,3092,6333
1580,3092,6329
1520,3085,6338
1461,3092,6352
1377,3078,6355
1302,3070,6367
1257,3083,6351
1169,3055,6348
1103,3049,6350
1022,3039,6362
944,3042,6362
944,3042,6378
864,3045,6361
784,3034,6343
740,3062,6339
649,3067,6313
565,3099,6317
484,3092,6311
404,3090,6293
313,3113,6268
235,3111,6257
162,3129,6225
82,3140,6221
8,3176,6186
-41,3173,6173
-101,3201,6159
-182,3192,6149
-225,3180,6136
-280,3178,6126
-339,3172,6111
-383,3207,6100
-432,3196,6080
-502,3182,6080
-551,3205,6054
-591,3199,6046
-653,3196,6034
-701,3191,6015
-752,3163,6009
-800,3165,5996
-853,3204,5979
-898,3188,5970
-942,3214,5952
-994,3191,5903
-1050,3178,5909
-1110,3169,5901
-1173,3165,5882
-1246,3141,5882
-1246,3141,5860
-1299,3139,5839
-1364,3148,5822
-1446,3115,5798
-1509,3128,5750
-1585,3114,5721
-1659,3124,5691
-1725,3125,5664
-1790,3110,5621
-1870,3119,5591
-1940,3111,5552
-2026,3122,5524
-2098,3142,5440
-2166,3138,5410
-2251,3143,5351
-2343,3150,5298
-2418,3149,5233
-2501,3146,5182
-2579,3159,5109
-2674,3161,5043
-2781,3171,4968
-2831,3182,4880
-2923,3197,4805
-2996,3213,4715
-3072,3219,4637
-3109,3230,4554
-3228,3202,4461
-3292,3190,4382
-3360,3217,4290
-3413,3212,4217
-3505,3201,4125
-3572,3209,4055
-3634,3206,3934
-3692,3208,3844
-3752,3243,3737
-3789,3258,3737
-3789,3258,3666
-3850,3252,3565
-3902,3251,3458
-3960,3273,3354
-4009,3268,3256
-4067,3272,3139
-4106,3306,3024
-4143,3325,2915
-4198,3343,2806
-4235,3336,2682
-4267,3355,2542
-4324,3397,2423
-4350,3411,2305
-4399,3406,2179
-4422,3407,2052
-4463,3431,1922
-4471,3434,1802
-4494,3445,1670
-4518,3418,1536
-4532,3457,1373
-4575,3459,1228
-4591,3442,1083
-4582,3412,936
-4621,3418,772
-4615,3397,599
-4628,3387,452
-4622,3362,283
-4613,3361,132
-4607,3348,-31
-4594,3339,-178
-4573,3321,-344
-4545,3285,-490
-4518,3283,-659
-4479,3284,-798
-4448,3248,-964
-4383,3245,-964
-4383,3245,-1100
-4353,3239,-1267
-4273,3223,-1391
-4246,3183,-1555
-4174,3191,-1689
-4109,3163,-1803
-4035,3170,-1936
-3971,3138,-2092
-3894,3150,-2206
-3816,3130,-2350
-3724,3119,-2465
-3666,3107,-2590
-3561,3096,-2681
-3484,3110,-2788
-3377,3122,-2881
-3317,3110,-2988
-3236,3118,-3034
-3183,3121,-3125
-3101,3125,-3181
-3067,3103,-3243
-2998,3104,-3270
-2960,3086,-3325
-2913,3107,-3369
-2890,3096,-3377
-2847,3107,-3400
-2848,3118,-3414
-2832,3124,-3423
-2826,3139,-3402
-2834,3134,-3388
-2841,3153,-3360
-2870,3169,-3333
-2908,3169,-3305
-2922,3193,-3276
-2946,3210,-3208
-2982,3244,-3196
-3005,3265,-3196
-3005,3265,-3139
-3041,3264,-3092
-3079,3296,-3036
-3109,3317,-2995
-3143,3327,-2937
-3160,3359,-2881
-3211,3353,-2800
-3261,3367,-2763
-3295,3406,-2676
-3351,3394,-2628
-3387,3420,-2532
-3470,3429,-2453
-3499,3427,-2376
-3555,3438,-2283
-3588,3456,-2199
-3633,3462,-2108
-3707,3472,-1999
-3750,3478,-1910
-3815,3476,-1801
-3877,3502,-1693
-3959,3467,-1544
-4000,3483,-1435
-4060,3458,-1299
-4106,3441,-1150
-4137,3460,-1056
-4184,3441,-914
-4233,3432,-796
-4279,3440,-671
-4323,3430,-566
-4348,3419,-429
-4366,3415,-340
-4401,3428,-214
-4416,3432,-124
-4420,3441,1
-4418,3443,73
-4424,3443,73
-4424,3476,192
-4415,3489,295
-4414,3512,390
-4419,3548,500
-4385,3579,609
-4388,3599,720
-4353,3635,808
-4379,3649,908
-4329,3668,1014
-4327,3672,1094
-4304,3685,1183
-4311,3697,1303
-4283,3691,1360
-4272,3681,1403
-4262,3709,1473
-4269,3711,1524
-4231,3712,1579
-4226,3716,1651
-4208,3712,1717
-4201,3720,1765
-4189,3721,1815
-4176,3711,1871
-4174,3704,1922
-4145,3703,1979
-4148,3682,2008
-4146,3687,2042
-4126,3681,2109
-4107,3679,2194
-4106,3676,2257
-4089,3658,2341
-4074,3643,2410
-4042,3620,2475
-4027,3628,2541
-4000,3626,2607
-3984,3636,2607
-3984,3636,2669
-3962,3624,2753
-3941,3615,2811
-3904,3595,2905
-3907,3578,2976
-3857,3565,3051
-3830,3535,3126
-3796,3532,3186
-3770,3516,3265
-3742,3521,3330
-3725,3470,3414
-3681,3448,3495
-3644,3449,3579
-3617,3396,3657
-3580,3366,3746
-3533,3348,3816
-3495,3307,3892
-3469,3311,3961
-3395,3283,4035
-3372,3268,4103
-3314,3234,4203
-3263,3248,4258
-3216,3231,4332
-3159,3245,4377
-3117,3209,4473
-3070,3187,4512
-3021,3196,4597
-2954,3172,4657
-2883,3170,4753
-2827,3171,4797
-2754,3161,4881
-2687,3111,4975
-2628,3095,5034
-2552,3081,5097
-2486,3084,4897
-2419,3084,5153
-2419,3064,5229
-2354,3056,5302
-2301,3017,5351
-2232,2983,5434
-2188,2957,5484
-2136,2912,5537
-2081,2852,5593
-2030,2783,5665
-1999,2708,5725
-1951,2673,5742
-1915,2604,5795
-1863,2548,5833
-1856,2521,5870
-1807,2492,5910
-1783,2472,5926
-1746,2462,5942
-1728,2456,5956
-1697,2476,5977
-1675,2479,5985
-1663,2436,5997
-1632,2437,6018
-1615,2424,6028
-1590,2390,6049
-1561,2414,6076
-1519,2352,6098
-1496,2322,6127
-1431,2310,6150
-1398,2273,6168
-1330,2295,6200
-1286,2315,6218
-1206,2344,6219
-1139,2370,6236
-1037,2403,6250
-969,2450,6255
-882,2511,6252
-799,2511,6252
-799,2589,6276
-724,2676,6254
-655,2756,6225
-605,2835,6203
-577,2847,6205
-545,2821,6211
-470,2752,6246
-408,2680,6296
-345,2671,6301
-305,2689,6325
-258,2695,6311
-222,2699,6318
-178,2715,6321
-126,2717,6291
-77,2740,6326
-11,2760,6304
7,2776,6305
67,2786,6298
161,2838,6327
185,2816,6302
247,2858,6299
282,2878,6303
355,2884,6311
385,2874,6314
439,2881,6319
476,2889,6305
512,2880,6315
535,2868,6334
587,2866,6343
608,2865,6353
645,2873,6346
652,2854,6369
718,2845,6354
746,2840,6387
798,2852,6387
839,2852,6379
839,2842,6411
891,2823,6403
937,2830,6408
1002,2806,6398
1062,2814,6422
1115,2802,6419
1166,2778,6414
1231,2749,6426
1294,2739,6437
1349,2734,6427
1401,2729,6442
1453,2728,6425
1541,2701,6451
1587,2691,6442
1664,2665,6442
1691,2671,6419
1768,2677,6432
1839,2684,6410
1922,2690,6375
1982,2724,6352
2067,2743,6330
2142,2779,6305
2225,2792,6290
2310,2860,6252
2386,2872,6221
2442,2892,6186
2546,2903,6160
2608,2932,6133
2672,2959,6115
2733,2949,6095
2801,2982,6065
2856,2954,6060
2915,2941,6038
2956,2918,6027
3031,2920,6027
3031,2920,5997
3064,2935,5999
3123,2930,5959
3188,2955,5928
3263,2929,5896
3329,2927,5884
3395,2928,5852
3448,2917,5838
3484,2905,5812
3556,2921,5804
3569,2909,5782
3628,2899,5783
3672,2886,5750
3728,2874,5737
3765,2869,5705
3826,2875,5681
3842,2886,5649
3900,2888,5627
3935,2894,5591
3992,2889,5558
4046,2910,5544
4087,2900,5513
4148,2930,5462
4202,2934,5427
4269,2929,5395
4318,2938,5350
4347,2960,5301
4404,2947,5278
4437,2969,5266
4465,2981,5225
4491,3001,5209
4533,3000,5172
4568,3018,5154
4575,3027,5107
4595,3042,5097
4630,2830,5097
4630,3086,5073
4628,3078,5074
4669,3076,5043
4698,3096,5026
4693,3106,4985
4727,3115,4990
4733,3138,4953
4760,3163,4927
4784,3202,4891
4799,3223,4873
4816,3256,4829
4827,3283,4799
4857,3326,4756
4863,3370,4770
4876,3397,4723
4879,3442,4703
4891,3457,4662
4887,3507,4668
4891,3550,4613
4897,3587,4617
4875,3611,4597
4865,3624,4629
4830,3640,4619
4826,3684,4625
4797,3699,4644
4772,3731,4663
4739,3776,4673
4699,3836,4656
4674,3849,4671
4653,3925,4637
4619,3935,4635
4587,3987,4616
4578,4006,4635
4543,4054,4598
4524,4080,4359
4477,4080,4615
4477,4117,4595
4451,4160,4601
4424,4208,4572
4365,4242,4577
4337,4295,4537
4297,4345,4570
4249,4403,4523
4218,4426,4525
4158,4453,4512
4119,4480,4522
4077,4518,4504
4032,4541,4545
3987,4553,4549
3924,4593,4548
3853,4625,4553
3799,4658,4560
3742,4698,4560
3701,4721,4559
3631,4752,4560
3560,4782,4575
3506,4796,4581
3425,4829,4602
3358,4854,4610
3272,4882,4627
3215,4883,4653
3124,4896,4685
3063,4887,4708
2973,4901,4753
2908,4878,4792
2837,4866,4828
2783,4862,4870
2723,4857,4901
2632,4852,4951
2576,4876,4941
2501,4865,4941
2450,4865,4984
2450,4887,4986
2423,4898,4981
2360,4922,4966
2335,4923,4976
2306,4910,4974
2257,4940,4971
2224,4928,4997
2201,4904,5021
2180,4862,5057
2125,4845,5104
2060,4824,5138
2004,4844,5153
1935,4822,5153
1898,4811,5149
1894,4827,5147
1912,4833,5146
1914,4821,5143
1909,4834,5127
1902,4824,5121
1919,4828,5118
1921,4819,5093
1928,4861,5089
1956,4859,5075
1962,4885,5071
2011,4859,5050
2002,4870,5052
2055,4839,5057
2046,4847,5043
2055,4834,5050
2068,4854,5038
2060,4855,5045
2037,4876,5013
2042,4883,5015
2039,4880,5006
2038,4896,5006
2038,4896,5008
2025,4868,5003
2026,4850,5030
2011,4859,5034
1989,4827,5035
1981,4837,5038
1982,4844,5065
1976,4834,5031
1993,4810,5085
2022,4818,5055
2024,4846,5058
2029,4862,5033
2011,4899,4986
2005,4921,4956
2024,4973,4929
2011,4987,4893
2040,5034,4866
2045,5044,4828
2083,5094,4803
2115,5118,4750
2171,5146,4746
2202,5155,4698
2258,5202,4661
2274,5233,4620
2309,5249,4583
2352,5273,4559
2384,5293,4496
2425,5311,4487
2435,5367,4454
2471,5368,4410
2488,5367,4404
2507,5389,4381
2521,5410,4365
2566,5397,4341
2589,5438,4326
2634,5438,4326
2634,5427,4308
2684,5405,4330
2751,5404,4326
2815,5388,4289
2888,5376,4273
2954,5385,4261
3042,5378,4241
3113,5365,4207
3203,5375,4165
3282,5379,4139
3396,5359,4090
3505,5349,4076
3631,5287,4049
3728,5258,3996
3853,5230,3971
3929,5209,3974
4029,5164,3947
4059,5131,3910
4140,5154,3890
4144,5153,3854
4184,5168,3821
4183,5174,3750
4211,5207,3699
4231,5243,3615
4275,5271,3558
4296,5292,3492
4373,5289,3391
4411,5320,3301
4449,5340,3184
4494,5355,3086
4530,5380,2971
4559,5387,2883
4590,5413,2778
4660,5412,2704
4696,5424,2704
4758,5424,2599
4758,5400,2533
4816,5391,2483
4874,5370,2458
4930,5336,2421
5015,5285,2406
5096,5245,2395
5164,5205,2376
5237,5158,2366
5317,5117,2350
5367,5124,2329
5426,5081,2310
5453,5031,2275
5495,4999,2230
5517,5010,2196
5546,5021,2184
5569,4992,2152
5611,4962,2136
5623,4974,2100
5653,4970,2076
5684,4944,2030
5707,4947,1997
5708,4937,1955
5741,4958,1928
5745,4944,1902
5742,4965,1845
5780,4944,1820
5791,4952,1780
5809,4946,1747
5831,4942,1723
5858,4910,1678
5873,4900,1673
5894,4916,1631
5884,4893,1608
5905,4893,1587
5907,4882,1587
5907,4882,1554
5913,4894,1533
5906,4880,1466
5889,4908,1413
5872,4917,1349
5867,4941,1293
5819,4977,1225
5793,4998,1161
5759,5041,1097
5739,5086,1058
5705,5105,1001
5696,5122,946
5670,5133,894
5656,5163,832
5657,5167,776
5656,5173,735
5642,5153,693
5644,5159,655
5664,5137,639
5656,5128,628
5680,5127,612
5660,5121,580
5681,5113,561
5671,5121,536
5688,5117,510
5676,5123,463
5689,5111,450
5687,5096,411
5684,5102,379
5667,5120,317
5663,5137,271
5628,5131,208
5622,5131,163
5594,5158,91
5568,5150,52
5566,5150,52
5566,5166,22
5571,5159,-33
5529,5177,-77
5524,5167,-130
5504,5183,-163
5502,5185,-197
5489,5145,-239
5498,5147,-275
5501,5147,-310
5509,5133,-359
5512,5094,-387
5532,5082,-418
5537,5054,-441
5546,5044,-474
5560,4984,-475
5575,4968,-508
5586,4947,-533
5595,4958,-536
5586,4937,-582
5576,4934,-591
5556,4952,-617
5547,4922,-659
5521,4922,-689
5505,4928,-729
5478,4907,-758
5447,4918,-815
5432,4906,-865
5402,4919,-939
5375,4887,-976
5343,4892,-1047
5314,4880,-1128
5285,4881,-1196
5269,4845,-1263
5225,4820,-1327
5214,4788,-1327
5180,4788,-1409
5180,4768,-1471
5131,4741,-1561
5107,4743,-1631
5032,4709,-1716
4988,4717,-1775
4933,4722,-1871
4866,4702,-1926
4801,4704,-2011
4716,4695,-2091
4648,4671,-2169
4569,4687,-2219
4505,4693,-2314
4441,4660,-2334
4412,4651,-2403
4359,4643,-2447
4339,4626,-2507
4271,4600,-2566
4209,4576,-2613
4123,4559,-2688
4074,4539,-2751
4016,4514,-2826
3954,4450,-2880
3924,4422,-2923
3891,4394,-2978
3867,4363,-3025
3805,4340,-3071
3738,4319,-3134
3652,4315,-3183
3552,4318,-3250
3441,4335,-3294
3345,4326,-3332
3221,4319,-3373
3135,4312,-3398
3042,4323,-3447
2944,4323,-3447
2944,4326,-3469
2869,4345,-3477
2783,4362,-3509
2701,4352,-3528
2611,4355,-3557
2537,4345,-3564
2473,4344,-3596
2363,4340,-3593
2286,4336,-3606
2212,4341,-3602
2121,4325,-3631
2043,4328,-3658
1959,4325,-3671
1845,4283,-3682
1777,4289,-3702
1685,4257,-3713
1563,4237,-3738
1460,4245,-3747
1323,4243,-3750
1215,4268,-3749
1062,4272,-3733
934,4267,-3695
821,4283,-3693
707,4279,-3696
588,4285,-3658
482,4280,-3650
381,4275,-3614
262,4284,-3584
159,4312,-3564
64,4313,-3514
-28,4313,-3507
-101,4319,-3488
-166,4307,-3457
-252,4319,-3441
-327,4308,-3409
-394,4308,-3409
-394,4264,-3399
-468,4292,-3353
-554,4275,-3349
-606,4268,-3336
-693,4245,-3304
-747,4277,-3270
-831,4227,-3233
-897,4282,-3179
-968,4293,-3156
-1022,4294,-3094
-1105,4304,-3051
-1145,4342,-2994
-1201,4369,-2955
-1246,4384,-2914
-1295,4397,-2877
-1320,4426,-2830
-1389,4416,-2770
-1443,4469,-2728
-1504,4497,-2659
-1558,4496,-2605
-1619,4533,-2527
-1648,4553,-2492
-1694,4582,-2438
-1723,4593,-2401
-1751,4602,-2385
-1763,4615,-2360
-1797,4611,-2316
-1820,4651,-2294
-1879,4648,-2242
-1929,4652,-2188
-1972,4672,-2131
-2017,4671,-2072
-2066,4694,-1992
-2124,4694,-1923
-2175,4720,-1854
-2195,4720,-1854
-2195,4720,-1778
-2254,4736,-1720
-2285,4748,-1667
-2323,4738,-1640
-2352,4734,-1597
-2396,4730,-1550
-2454,4720,-1546
-2483,4693,-1517
-2516,4660,-1469
-2574,4623,-1455
-2616,4624,-1416
-2646,4610,-1395
-2705,4590,-1351
-2722,4588,-1281
-2771,4573,-1230
-2783,4580,-1181
-2842,4574,-1120
-2835,4550,-1083
-2883,4573,-1010
-2886,4561,-971
-2921,4574,-917
-2927,4578,-834
-2946,4577,-769
-2960,4605,-708
-2986,4612,-639
-2972,4608,-546
-3000,4627,-450
-2995,4633,-394
-3014,4640,-305
-3026,4639,-244
-3030,4626,-171
-3042,4651,-94
-3060,4644,-60
-3081,4637,31
-3072,4652,31
-2826,4652,137
-3082,4649,219
-3090,4666,337
-3082,4663,421
-3088,4677,479
-3065,4706,528
-3040,4741,606
-3000,4770,673
-2961,4825,780
-2941,4851,915
-2903,4871,1035
-2868,4912,1170
-2819,4955,1295
-2769,4972,1428
-2725,4996,1556
-2677,5031,1683
-2614,5051,1831
-2557,5046,1979
-2501,5059,2101
-2442,5074,2253
-2407,5042,2381
-2361,5066,2512
-2314,5036,2607
-2272,5049,2745
-2226,5009,2846
-2171,4986,2990
-2130,4939,3092
-2073,4951,3227
-2040,4935,3320
-1994,4875,3428
-1958,4868,3537
-1885,4831,3632
-1846,4814,3716
-1810,4810,3799
-1789,4782,3876
-1738,4775,3876
-1715,4775,3935
-1715,4742,3994
-1676,4730,4046
-1677,4691,4083
-1645,4664,4109
-1654,4670,4157
-1629,4649,4183
-1626,4655,4205
-1615,4640,4205
-1570,4673,4230
-1534,4677,4241
-1497,4683,4256
-1451,4700,4263
-1432,4705,4304
-1419,4681,4317
-1414,4703,4316
-1406,4712,4317
-1394,4709,4308
-1392,4712,4283
-1355,4738,4298
-1359,4760,4260
-1345,4777,4242
-1337,4787,4205
-1340,4805,4199
-1367,4823,4153
-1383,4843,4130
-1401,4868,4077
-1428,4878,4028
-1434,4888,3995
-1440,4904,3968
-1455,4909,3967
-1447,4929,3928
-1463,4953,3890
-1458,4961,3864
-1520,4966,3838
-1559,4980,3838
-1559,4980,3791
-1613,4988,3714
-1683,4986,3648
-1724,4979,3593
-1779,4996,3538
-1826,4972,3523
-1853,4979,3483
-1861,4955,3471
-1902,4964,3431
-1964,4957,3426
-2022,4936,3346
-2058,4929,3298
-2118,4933,3226
-2188,4919,3180
-2251,4903,3080
-2301,4914,3026
-2341,4906,2936
-2403,4912,2849
-2455,4907,2750
-2481,4899,2683
-2523,4896,2600
-2569,4915,2511
-2586,4884,2424
-2607,4910,2373
-2628,4914,2292
-2618,4940,2245
-2623,4951,2159
-2629,4961,2088
-2634,4991,1965
-2635,5005,1869
-2641,5001,1754
-2658,5015,1677
-2666,4985,1566
-2704,4989,1464
-2725,4988,1349
-2716,4997,1349
-2716,4997,1238
-2769,4971,1116
-2785,4956,1004
-2798,4950,863
-2801,4922,798
-2829,4916,721
-2848,4918,697
-2861,4889,683
-2850,4897,669
-2887,4885,658
-2891,4872,616
-2906,4890,561
-2873,4881,444
-2848,4879,316
-2862,4846,184
-2840,4870,51
-2814,4857,-48
-2795,4860,-158
-2775,4880,-225
-2765,4889,-274
-2744,4877,-325
-2749,4902,-371
-2671,4887,-467
-2647,4895,-587
-2605,4878,-712
-2583,4868,-809
-2532,4838,-898
-2511,4846,-979
-2474,4840,-1034
-2448,4844,-1092
-2389,4842,-1183
-2351,4858,-1253
-2300,4861,-1327
-2244,4838,-1410
-2202,4819,-1513
-2141,4804,-1513
-2141,4804,-1618
-2082,4768,-1732
-2006,4749,-1850
-1939,4737,-1975
-1863,4710,-2084
-1813,4641,-2190
-1746,4627,-2270
-1701,4576,-2374
-1629,4539,-2447
-1571,4515,-2540
-1521,4483,-2611
-1504,4471,-2656
-1463,4466,-2687
-1425,4493,-2716
-1390,4476,-2710
-1367,4495,-2742
-1314,4533,-2712
-1273,4583,-2723
-1198,4637,-2723
-1131,4721,-2731
-1066,4734,-2711
-1013,4786,-2713
-963,4815,-2708
-902,4851,-2699
-868,4888,-2673
-794,4947,-2672
-697,4971,-2661
-624,5016,-2668
-543,5077,-2668
-488,5114,-2652
-437,5146,-2622
-387,5177,-2632
-311,5197,-2653
-240,5198,-2690
-152,5187,-2712
-59,5182,-2712
-59,5182,-2758
38,5166,-2809
147,5180,-2845
238,5174,-2890
355,5172,-2918
466,5146,-2970
577,5162,-2981
680,5145,-3028
809,5140,-3031
913,5140,-3080
1030,5152,-3088
1110,5143,-3108
